"frame1","frame2","distance"
20,80,637.8087487640789
20,81,649.1725502514721
20,82,660.6814663663572
20,83,672.3280449304491
20,84,684.1052550594828
20,85,696.0064654872108
20,86,708.0254232723568
20,87,720.1562330494683
20,88,732.3933369440222
20,89,744.7314952383846
20,90,757.1657678474378
20,91,769.69149664005
20,92,782.3042886243178
20,93,795
20,94,807.7747210701756
20,95,820.6247619953958
20,96,833.5466393669883
20,97,846.5370635713477
20,98,859.5929269136642
20,99,872.7112924673314
20,100,885.889383614004
20,101,899.1245742387425
20,102,912.4143795447329
20,103,925.7564474525684
20,104,939.1485505499116
20,105,952.5885785584456
20,106,966.0745312862771
20,107,979.6045120353417
20,108,993.1767214348109
20,109,1006.78945167299
20,110,1020.4410811016969
20,111,1034.130069188591
20,112,1047.8549517943788
20,113,1061.6143367532297
20,114,1075.4068997360953
20,115,1089.231380377925
20,116,1095.1027349066387
20,117,1101.1471291339772
20,118,1107.361729517505
20,119,1113.7436868507941
20,120,1120.2901409902704
20,121,1126.9982253757103
20,122,1133.8650713378554
20,123,1140.8878121883852
20,124,1148.0635870891472
20,125,1155.3895446991028
20,126,1162.8628465988584
20,127,1170.4806704939642
20,128,1178.240213199329
20,129,1186.138693408153
20,130,1194.1733542497086
20,131,1202.3414656411048
20,132,1210.6403264388643
20,133,1219.0672663967316
20,134,1227.6196479366074
20,135,1236.294867739893
20,136,1245.090358166828
20,137,1254.003588511612
20,138,1263.0320661012531
21,0,315
21,1,300
21,2,285
21,3,270
21,4,255
21,5,240
21,6,225
21,7,210
21,8,195
21,9,180
21,10,165
21,11,150
21,12,135
21,13,120
21,14,105
21,15,90
21,16,75
21,17,60
21,18,45
21,19,30
21,20,15
21,21,0
21,22,15
21,23,30
21,24,45
21,25,60
21,26,75
21,27,90
21,28,105
21,29,120
21,30,135
21,31,150
21,32,165
21,33,165.6804152578089
21,34,167.70509831248424
21,35,171.0263137648707
21,36,175.57049866079439
21,37,181.24568960391858
21,38,187.94946129212502
21,39,195.57607215607945
21,40,204.02205763103166
21,41,213.19005605327843
21,42,222.9910312097776
21,43,233.3452377915607
21,44,244.1823089414956
21,45,255.44079548889601
21,46,267.0674072214728
21,47,279.0161285660741
21,48,291.247317584214
21,49,303.7268509697488
21,50,316.4253466459348
21,51,329.31747600150226
21,52,342.3813663153998
21,53,355.59808773389096
21,54,368.9512162874653
21,55,382.4264635194589
21,56,396.01136347332255
21,57,409.69500851242987
21,58,423.46782640479313
21,59,437.3213921133975
21,60,451.2482686947397
21,61,456.9463863518345
21,62,463.06047121299395
21,63,469.5742752749558
21,64,476.47140522805773
21,65,483.735464897913
21,66,491.350180624776
21,67,499.29950931279717
21,68,507.56772947065895
21,69,516.1395160225576
21,70,525
21,71,534.1348144429456
21,72,543.5301279598032
21,73,553.1726674375732
21,74,563.0497313737038
21,75,573.149195236284
21,76,583.4595101633017
21,77,593.9696961966999
21,78,604.6693311223912
21,79,615.5485358604957
21,80,626.5979572261626
21,81,637.8087487640789
21,82,649.1725502514721
21,83,660.6814663663572
21,84,672.3280449304491
21,85,684.1052550594828
21,86,696.0064654872108
21,87,708.0254232723568
21,88,720.1562330494683
21,89,732.3933369440222
21,90,744.7314952383846
21,91,757.1657678474378
21,92,769.69149664005
21,93,782.3042886243178
21,94,795
21,95,807.7747210701756
21,96,820.6247619953958
21,97,833.5466393669883
21,98,846.5370635713477
21,99,859.5929269136642
21,100,872.7112924673314
21,101,885.889383614004
21,102,899.1245742387425
21,103,912.4143795447329
21,104,925.7564474525684
21,105,939.1485505499116
21,106,952.5885785584456
21,107,966.0745312862771
21,108,979.6045120353417
21,109,993.1767214348109
21,110,1006.78945167299
21,111,1020.4410811016969
21,112,1034.130069188591
21,113,1047.8549517943788
21,114,1061.6143367532297
21,115,1075.4068997360953
21,116,1081.3533187631135
21,117,1087.4741376235115
21,118,1093.7664284480486
21,119,1100.2272492535349
21,120,1106.8536488623959
21,121,1113.6426715962352
21,122,1120.5913617371857
21,123,1127.69676775275
21,124,1134.9559462816167
21,125,1142.3659658795862
21,126,1149.9239105262575
21,127,1157.6268828944842
21,128,1165.4720073858489
21,129,1173.4564329364769
21,130,1181.5773355984786
21,131,1189.8319209031165
21,132,1198.2174260124914
21,133,1206.731121667126
21,134,1215.370313937279
21,135,1224.13234578619
21,136,1233.0145984537246
21,137,1242.014492669067
21,138,1251.129489701206
22,0,315.35694062442957
22,1,300.3747659175118
22,2,285.3944638566067
22,3,270.4163456597992
22,4,255.44079548889601
22,5,240.46829312822095
22,6,225.49944567559362
22,7,210.535032714273
22,8,195.57607215607945
22,9,180.62391868188442
22,10,165.6804152578089
22,11,150.74813431681335
22,12,135.83077707206124
22,13,120.93386622447825
22,14,106.06601717798213
22,15,91.2414379544733
22,16,76.48529270389177
22,17,61.84658438426491
22,18,47.43416490252569
22,19,33.54101966249684
22,20,21.213203435596427
22,21,15
22,22,0
22,23,15
22,24,30
22,25,45
22,26,60
22,27,75
22,28,90
22,29,105
22,30,120
22,31,135
22,32,150
22,33,150.74813431681335
22,34,152.97058540778355
22,35,156.60459763365824
22,36,161.55494421403512
22,37,167.70509831248424
22,38,174.92855684535903
22,39,183.09833423600554
22,40,192.09372712298546
22,41,201.80436070610565
22,42,212.13203435596427
22,43,222.9910312097776
22,44,234.30749027719963
22,45,246.01829200285087
22,46,258.0697580112788
22,47,270.4163456597992
22,48,283.0194339616981
22,49,295.8462438497403
22,50,308.86890422961
22,51,322.0636583037583
22,52,335.4101966249685
22,53,348.89110048839024
22,54,362.49137920783716
22,55,376.19808611953357
22,56,390
22,57,403.8873605350878
22,58,417.85164831552356
22,59,431.88540146663905
22,60,445.9820624195552
22,61,451.2482686947397
22,62,456.9463863518345
22,63,463.06047121299395
22,64,469.5742752749558
22,65,476.47140522805773
22,66,483.735464897913
22,67,491.350180624776
22,68,499.29950931279717
22,69,507.56772947065895
22,70,516.1395160225576
22,71,525
22,72,534.1348144429456
22,73,543.5301279598032
22,74,553.1726674375732
22,75,563.0497313737038
22,76,573.149195236284
22,77,583.4595101633017
22,78,594.3483826847685
22,79,605.413082118317
22,80,616.644143732834
22,81,628.0326424637497
22,82,639.5701681598352
22,83,651.2488003827723
22,84,663.0610831590103
22,85,675
22,86,687.0589494359273
22,87,699.2317212483999
22,88,711.5124735378854
22,89,723.8957107208192
22,90,736.3762625180146
22,91,748.9492639691957
22,92,761.6101364871663
22,93,774.3545699484184
22,94,787.1785058041156
22,95,800.0781211856752
22,96,813.0498139720592
22,97,826.0901887808619
22,98,839.1960438419619
22,99,852.3643587105223
22,100,865.5922827752105
22,101,878.8771245174152
22,102,892.2163414777831
22,103,905.6075308874148
22,104,919.0484209224235
22,105,932.5368625421731
22,106,946.0708218732888
22,107,959.6483731033987
22,108,973.2676918505001
22,109,986.9270489757589
22,110,1000.624804809475
22,111,1014.3594037618028
22,112,1028.1293692916277
22,113,1041.9332992087354
22,114,1055.7698612860665
22,115,1069.637789160424
22,116,1075.4068997360953
22,117,1081.3533187631135
22,118,1087.4741376235115
22,119,1093.7664284480486
22,120,1100.2272492535349
22,121,1106.8536488623959
22,122,1113.6426715962352
22,123,1120.5913617371857
22,124,1127.69676775275
22,125,1134.9559462816167
22,126,1142.3659658795862
22,127,1149.9239105262575
22,128,1157.6268828944842
22,129,1165.4720073858489
22,130,1173.4564329364769
22,131,1181.5773355984786
22,132,1189.8319209031165
22,133,1198.2174260124914
22,134,1206.731121667126
22,135,1215.370313937279
22,136,1224.13234578619
22,137,1233.0145984537246
22,138,1242.014492669067
23,0,316.4253466459348
23,1,301.4962686336267
23,2,286.574597618142
23,3,271.6615541441225
23,4,256.7586415293554
23,5,241.8677324489565
23,6,226.99118925632334
23,7,212.13203435596427
23,8,197.29419656948858
23,9,182.4828759089466
23,10,167.70509831248424
23,11,152.97058540778355
23,12,138.2931668593933
23,13,123.69316876852982
23,14,109.20164833920778
23,15,94.86832980505137
23,16,80.77747210701756
23,17,67.08203932499369
23,18,54.08326913195984
23,19,42.42640687119285
23,20,33.54101966249684
23,21,30
23,22,15
23,23,0
23,24,15
23,25,30
23,26,45
23,27,60
23,28,75
23,29,90
23,30,105
23,31,120
23,32,135
23,33,135.83077707206124
23,34,138.2931668593933
23,35,142.30249470757707
23,36,147.73286702694156
23,37,154.434452114805
23,38,162.24980739587951
23,39,171.0263137648707
23,40,180.62391868188442
23,41,190.91883092036784
23,42,201.80436070610565
23,43,213.19005605327843
23,44,225
23,45,237.17082451262846
23,46,249.64975465639858
23,47,262.39283526803854
23,48,275.3633962602873
23,49,288.5307609250702
23,50,301.8691769624716
23,51,315.35694062442957
23,52,328.97568299191965
23,53,342.70978976387585
23,54,356.5459297201414
23,55,370.4726710568541
23,56,384.4801685392889
23,57,398.55990766759265
23,58,412.70449476592813
23,59,426.9074841227312
23,60,441.16323509558225
23,61,445.9820624195552
23,62,451.2482686947397
23,63,456.9463863518345
23,64,463.06047121299395
23,65,469.5742752749558
23,66,476.47140522805773
23,67,483.735464897913
23,68,491.350180624776
23,69,499.29950931279717
23,70,507.56772947065895
23,71,516.1395160225576
23,72,525
23,73,534.1348144429456
23,74,543.5301279598032
23,75,553.1726674375732
23,76,563.0497313737038
23,77,573.149195236284
23,78,584.2302628245134
23,79,595.4829972383762
23,80,606.8978497243173
23,81,618.4658438426491
23,82,630.1785461280001
23,83,642.0280367709809
23,84,654.0068806977492
23,85,666.1080993352356
23,86,678.3251432757008
23,87,690.6518659932802
23,88,703.0824987154779
23,89,715.6116265125937
23,90,728.2341656363013
23,91,740.9453421137082
23,92,753.7406715840667
23,93,766.6159403508383
23,94,779.567187611177
23,95,792.5906888173744
23,96,805.6829401197471
23,97,818.8406438373709
23,98,832.0606949015198
23,99,845.3401682163222
23,100,858.6763068817027
23,101,872.066511224918
23,102,885.5083285887265
23,103,898.9994438263018
23,104,912.5376704553079
23,105,926.1209424259879
23,106,939.747306460625
23,107,953.4149149242422
23,108,967.1220191888922
23,109,980.8669634563089
23,110,994.6481790060242
23,111,1008.4641788382967
23,112,1022.3135526833242
23,113,1036.1949623502326
23,114,1050.1071373912282
23,115,1064.048871058092
23,116,1069.637789160424
23,117,1075.4068997360953
23,118,1081.3533187631135
23,119,1087.4741376235115
23,120,1093.7664284480486
23,121,1100.2272492535349
23,122,1106.8536488623959
23,123,1113.6426715962352
23,124,1120.5913617371857
23,125,1127.69676775275
23,126,1134.9559462816167
23,127,1142.3659658795862
23,128,1149.9239105262575
23,129,1157.6268828944842
23,130,1165.4720073858489
23,131,1173.4564329364769
23,132,1181.5773355984786
23,133,1189.8319209031165
23,134,1198.2174260124914
23,135,1206.731121667126
23,136,1215.370313937279
23,137,1224.13234578619
23,138,1233.0145984537246
24,0,318.1980515339464
24,1,303.35622624235026
24,2,288.5307609250702
24,3,273.72431386341987
24,4,258.940147524481
24,5,244.1823089414956
24,6,229.4558781116753
24,7,214.76731594914529
24,8,200.124960961895
24,9,185.53975315279473
24,10,171.0263137648707
24,11,156.60459763365824
24,12,142.30249470757707
24,13,128.16005617976296
24,14,114.23659658795863
24,15,100.62305898749054
24,16,87.46427842267951
24,17,75
24,18,63.63961030678928
24,19,54.08326913195984
24,20,47.43416490252569
24,21,45
24,22,30
24,23,15
24,24,0
24,25,15
24,26,30
24,27,45
24,28,60
24,29,75
24,30,90
24,31,105
24,32,120
24,33,120.93386622447825
24,34,123.69316876852982
24,35,128.16005617976296
24,36,134.16407864998737
24,37,141.50971698084905
24,38,150
24,39,159.45218719101973
24,40,169.7056274847714
24,41,180.62391868188442
24,42,192.09372712298546
24,43,204.02205763103166
24,44,216.33307652783935
24,45,228.96506283710622
24,46,241.8677324489565
24,47,255
24,48,268.32815729997475
24,49,281.82441342083905
24,50,295.4657340538831
24,51,309.23292192132453
24,52,323.10988842807024
24,53,337.08307581366347
24,54,351.14099732158877
24,55,365.2738698565776
24,56,379.4733192202055
24,57,393.7321424522006
24,58,408.0441152620633
24,59,422.4038352098617
24,60,436.8065933568311
24,61,441.16323509558225
24,62,445.9820624195552
24,63,451.2482686947397
24,64,456.9463863518345
24,65,463.06047121299395
24,66,469.5742752749558
24,67,476.47140522805773
24,68,483.735464897913
24,69,491.350180624776
24,70,499.29950931279717
24,71,507.56772947065895
24,72,516.1395160225576
24,73,525
24,74,534.1348144429456
24,75,543.5301279598032
24,76,553.1726674375732
24,77,563.0497313737038
24,78,574.3256915722994
24,79,585.768725692999
24,80,597.3692325521963
24,81,609.1182151274086
24,82,621.0072463345335
24,83,633.0284353802758
24,84,645.174395028197
24,85,657.4382100243338
24,86,669.8134068529832
24,87,682.2939249326496
24,88,694.8740893140282
24,89,707.5485849042453
24,90,720.3124322125782
24,91,733.1609645909962
24,92,746.0898069267533
24,93,759.0948557327997
24,94,772.172260574025
24,95,785.3184067625054
24,96,798.5298992523699
24,97,811.8035476640885
24,98,825.136352368504
24,99,838.5254915624212
24,100,851.9683092697755
24,101,865.4623042050994
24,102,879.0051194390167
24,103,892.5945328087104
24,104,906.2284480195929
24,105,919.9048863877179
24,106,933.6219791757261
24,107,947.3779604782877
24,108,961.1711606160476
24,109,975
24,110,988.8629834309705
24,111,1002.7586948014961
24,112,1016.6857921698326
24,113,1030.643003178113
24,114,1044.629120788809
24,115,1058.6429993156332
24,116,1064.048871058092
24,117,1069.637789160424
24,118,1075.4068997360953
24,119,1081.3533187631135
24,120,1087.4741376235115
24,121,1093.7664284480486
24,122,1100.2272492535349
24,123,1106.8536488623959
24,124,1113.6426715962352
24,125,1120.5913617371857
24,126,1127.69676775275
24,127,1134.9559462816167
24,128,1142.3659658795862
24,129,1149.9239105262575
24,130,1157.6268828944842
24,131,1165.4720073858489
24,132,1173.4564329364769
24,133,1181.5773355984786
24,134,1189.8319209031165
24,135,1198.2174260124914
24,136,1206.731121667126
24,137,1215.370313937279
24,138,1224.13234578619
25,0,320.66337489647924
25,1,305.9411708155671
25,2,291.247317584214
25,3,276.5863337187866
25,4,261.9637379485947
25,5,247.38633753705963
25,6,232.86262044390037
25,7,218.40329667841556
25,8,204.02205763103166
25,9,189.73665961010275
25,10,175.57049866079439
25,11,161.55494421403512
25,12,147.73286702694156
25,13,134.16407864998737
25,14,120.93386622447825
25,15,108.16653826391968
25,16,96.04686356149273
25,17,84.8528137423857
25,18,75
25,19,67.08203932499369
25,20,61.84658438426491
25,21,60
25,22,45
25,23,30
25,24,15
25,25,0
25,26,15
25,27,30
25,28,45
25,29,60
25,30,75
25,31,90
25,32,105
25,33,106.06601717798213
25,34,109.20164833920778
25,35,114.23659658795863
25,36,120.93386622447825
25,37,129.0348790056394
25,38,138.2931668593933
25,39,148.49242404917499
25,40,159.45218719101973
25,41,171.0263137648707
25,42,183.09833423600554
25,43,195.57607215607945
25,44,208.38665984174708
25,45,221.472345903501
25,46,234.7871376374779
25,47,248.29418035870273
25,48,261.9637379485947
25,49,275.77164466275354
25,50,289.69811873741946
25,51,303.7268509697488
25,52,317.8443015062564
25,53,332.03915431767985
25,54,346.30189141845585
25,55,360.62445840513925
25,56,375
25,57,389.4226495724151
25,58,403.8873605350878
25,59,418.3897704294406
25,60,432.92609068985433
25,61,436.8065933568311
25,62,441.16323509558225
25,63,445.9820624195552
25,64,451.2482686947397
25,65,456.9463863518345
25,66,463.06047121299395
25,67,469.5742752749558
25,68,476.47140522805773
25,69,483.735464897913
25,70,491.350180624776
25,71,499.29950931279717
25,72,507.56772947065895
25,73,516.1395160225576
25,74,525
25,75,534.1348144429456
25,76,543.5301279598032
25,77,553.1726674375732
25,78,564.6459067415614
25,79,576.2811813689564
25,80,588.0688735173798
25,81,600
25,82,612.066172893095
25,83,624.2595614005444
25,84,636.5728552176884
25,85,648.9992295835181
25,86,661.5323121359984
25,87,674.1661516273269
25,88,686.8951885113187
25,89,699.7142273814361
25,90,712.6184112131822
25,91,725.6031973468695
25,92,738.6643351347078
25,93,751.7978451685001
25,94,765
25,95,778.2673062643709
25,96,791.5964881175257
25,97,804.9844718999243
25,98,818.4283719422244
25,99,831.9254774317228
25,100,845.4732402625172
25,101,859.0692637965811
25,102,872.7112924673314
25,103,886.3972021616494
25,104,900.1249913206499
25,105,913.892772703669
25,106,927.6987657639736
25,107,941.541289588513
25,108,955.4187563576508
25,109,969.3296652842107
25,110,983.2725969943432
25,111,997.2462083156797
25,112,1011.2492274409905
25,113,1025.2804494381037
25,114,1039.3387320792006
25,115,1053.4229919647662
25,116,1058.6429993156332
25,117,1064.048871058092
25,118,1069.637789160424
25,119,1075.4068997360953
25,120,1081.3533187631135
25,121,1087.4741376235115
25,122,1093.7664284480486
25,123,1100.2272492535349
25,124,1106.8536488623959
25,125,1113.6426715962352
25,126,1120.5913617371857
25,127,1127.69676775275
25,128,1134.9559462816167
25,129,1142.3659658795862
25,130,1149.9239105262575
25,131,1157.6268828944842
25,132,1165.4720073858489
25,133,1173.4564329364769
25,134,1181.5773355984786
25,135,1189.8319209031165
25,136,1198.2174260124914
25,137,1206.731121667126
25,138,1215.370313937279
26,0,323.80549717384355
26,1,309.23292192132453
26,2,294.7032405658275
26,3,280.22312538404105
26,4,265.80067720004024
26,5,251.44581921360316
26,6,237.17082451262846
26,7,222.9910312097776
26,8,208.92582415776178
26,9,195
26,10,181.24568960391858
26,11,167.70509831248424
26,12,154.434452114805
26,13,141.50971698084905
26,14,129.0348790056394
26,15,117.15374513859982
26,16,106.06601717798213
26,17,96.04686356149273
26,18,87.46427842267951
26,19,80.77747210701756
26,20,76.48529270389177
26,21,75
26,22,60
26,23,45
26,24,30
26,25,15
26,26,0
26,27,15
26,28,30
26,29,45
26,30,60
26,31,75
26,32,90
26,33,91.2414379544733
26,34,94.86832980505137
26,35,100.62305898749054
26,36,108.16653826391968
26,37,117.15374513859982
26,38,127.27922061357856
26,39,138.2931668593933
26,40,150
26,41,162.24980739587951
26,42,174.92855684535903
26,43,187.94946129212502
26,44,201.24611797498108
26,45,214.76731594914529
26,46,228.47319317591726
26,47,242.33241632105268
26,48,256.3201123595259
26,49,270.4163456597992
26,50,284.60498941515414
26,51,298.8728826775691
26,52,313.2091952673165
26,53,327.6049450176233
26,54,342.0526275297414
26,55,356.5459297201414
26,56,371.07950630558946
26,57,385.64880396547323
26,58,400.24992192379
26,59,414.87950057817994
26,60,429.53463189829057
26,61,432.92609068985433
26,62,436.8065933568311
26,63,441.16323509558225
26,64,445.9820624195552
26,65,451.2482686947397
26,66,456.9463863518345
26,67,463.06047121299395
26,68,469.5742752749558
26,69,476.47140522805773
26,70,483.735464897913
26,71,491.350180624776
26,72,499.29950931279717
26,73,507.56772947065895
26,74,516.1395160225576
26,75,525
26,76,534.1348144429456
26,77,543.5301279598032
26,78,555.2026656996525
26,79,567.031745143074
26,80,579.0077719685635
26,81,591.121814857141
26,82,603.365560833563
26,83,615.7312725532138
26,84,628.2117477411578
26,85,640.8002808988149
26,86,653.490627323759
26,87,666.2769694353843
26,88,679.1538853603063
26,89,692.1163197035596
26,90,705.1595564125895
26,91,718.2791936287728
26,92,731.4711204141965
26,93,744.7314952383846
26,94,758.0567261095966
26,95,771.4434522374274
26,96,784.8885271170677
26,97,798.3890029302759
26,98,811.9421161634615
26,99,825.5452743490208
26,100,839.1960438419619
26,101,852.8921385497699
26,102,866.6314095392573
26,103,880.4118354497514
26,104,894.2315136473328
26,105,908.0886520599187
26,106,921.9815616377585
26,107,935.9086493883898
26,108,949.8684119392539
26,109,963.8594295850406
26,110,977.8803607803973
26,111,991.9299370419263
26,112,1006.006958226433
26,113,1020.1102881551583
26,114,1034.238850556292
26,115,1048.3916253003931
26,116,1053.4229919647662
26,117,1058.6429993156332
26,118,1064.048871058092
26,119,1069.637789160424
26,120,1075.4068997360953
26,121,1081.3533187631135
26,122,1087.4741376235115
26,123,1093.7664284480486
26,124,1100.2272492535349
26,125,1106.8536488623959
26,126,1113.6426715962352
26,127,1120.5913617371857
26,128,1127.69676775275
26,129,1134.9559462816167
26,130,1142.3659658795862
26,131,1149.9239105262575
26,132,1157.6268828944842
26,133,1165.4720073858489
26,134,1173.4564329364769
26,135,1181.5773355984786
26,136,1189.8319209031165
26,137,1198.2174260124914
26,138,1206.731121667126
27,0,327.6049450176233
27,1,313.2091952673165
27,2,298.8728826775691
27,3,284.60498941515414
27,4,270.4163456597992
27,5,256.3201123595259
27,6,242.33241632105268
27,7,228.47319317591726
27,8,214.76731594914529
27,9,201.24611797498108
27,10,187.94946129212502
27,11,174.92855684535903
27,12,162.24980739587951
27,13,150
27,14,138.2931668593933
27,15,127.27922061357856
27,16,117.15374513859982
27,17,108.16653826391968
27,18,100.62305898749054
27,19,94.86832980505137
27,20,91.2414379544733
27,21,90
27,22,75
27,23,60
27,24,45
27,25,30
27,26,15
27,27,0
27,28,15
27,29,30
27,30,45
27,31,60
27,32,75
27,33,76.48529270389177
27,34,80.77747210701756
27,35,87.46427842267951
27,36,96.04686356149273
27,37,106.06601717798213
27,38,117.15374513859982
27,39,129.0348790056394
27,40,141.50971698084905
27,41,154.434452114805
27,42,167.70509831248424
27,43,181.24568960391858
27,44,195
27,45,208.92582415776178
27,46,222.9910312097776
27,47,237.17082451262846
27,48,251.44581921360316
27,49,265.80067720004024
27,50,280.22312538404105
27,51,294.7032405658275
27,52,309.23292192132453
27,53,323.80549717384355
27,54,338.4154251803543
27,55,353.0580688781946
27,56,367.7295201639379
27,57,382.4264635194589
27,58,397.1460688462118
27,59,411.8859065323794
27,60,426.64387959983674
27,61,429.53463189829057
27,62,432.92609068985433
27,63,436.8065933568311
27,64,441.16323509558225
27,65,445.9820624195552
27,66,451.2482686947397
27,67,456.9463863518345
27,68,463.06047121299395
27,69,469.5742752749558
27,70,476.47140522805773
27,71,483.735464897913
27,72,491.350180624776
27,73,499.29950931279717
27,74,507.56772947065895
27,75,516.1395160225576
27,76,525
27,77,534.1348144429456
27,78,546.0082416960389
27,79,558.0322571321482
27,80,570.1973342624464
27,81,582.494635168428
27,82,594.9159604515582
27,83,607.4537019394976
27,84,620.1007982578317
27,85,632.8506932918696
27,86,645.6972975009265
27,87,658.6349520030045
27,88,671.6583953171433
27,89,684.7627326307996
27,90,697.9434074479105
27,91,711.1961754677819
27,92,724.5170805439993
27,93,737.9024325749306
27,94,751.3487871820917
27,95,764.8529270389178
27,96,778.4118447197474
27,97,792.0227269466451
27,98,805.6829401197471
27,99,819.3900170248597
27,100,833.1416446199289
27,101,846.9356528095863
27,102,860.7700041242143
27,103,874.642784226795
27,104,888.5521931771932
27,105,902.4965373894794
27,106,916.4742222234077
27,107,930.4837451562494
27,108,944.5236894858699
27,109,958.5927185202274
27,110,972.6895702124085
27,111,986.8130522039116
27,112,1000.9620372421723
27,113,1015.1354589413179
27,114,1029.3323078578658
27,115,1043.5516278555651
27,116,1048.3916253003931
27,117,1053.4229919647662
27,118,1058.6429993156332
27,119,1064.048871058092
27,120,1069.637789160424
27,121,1075.4068997360953
27,122,1081.3533187631135
27,123,1087.4741376235115
27,124,1093.7664284480486
27,125,1100.2272492535349
27,126,1106.8536488623959
27,127,1113.6426715962352
27,128,1120.5913617371857
27,129,1127.69676775275
27,130,1134.9559462816167
27,131,1142.3659658795862
27,132,1149.9239105262575
27,133,1157.6268828944842
27,134,1165.4720073858489
27,135,1173.4564329364769
27,136,1181.5773355984786
27,137,1189.8319209031165
27,138,1198.2174260124914
28,0,332.03915431767985
28,1,317.8443015062564
28,2,303.7268509697488
28,3,289.69811873741946
28,4,275.77164466275354
28,5,261.9637379485947
28,6,248.29418035870273
28,7,234.7871376374779
28,8,221.472345903501
28,9,208.38665984174708
28,10,195.57607215607945
28,11,183.09833423600554
28,12,171.0263137648707
28,13,159.45218719101973
28,14,148.49242404917499
28,15,138.2931668593933
28,16,129.0348790056394
28,17,120.93386622447825
28,18,114.23659658795863
28,19,109.20164833920778
28,20,106.06601717798213
28,21,105
28,22,90
28,23,75
28,24,60
28,25,45
28,26,30
28,27,15
28,28,0
28,29,15
28,30,30
28,31,45
28,32,60
28,33,61.84658438426491
28,34,67.08203932499369
28,35,75
28,36,84.8528137423857
28,37,96.04686356149273
28,38,108.16653826391968
28,39,120.93386622447825
28,40,134.16407864998737
28,41,147.73286702694156
28,42,161.55494421403512
28,43,175.57049866079439
28,44,189.73665961010275
28,45,204.02205763103166
28,46,218.40329667841556
28,47,232.86262044390037
28,48,247.38633753705963
28,49,261.9637379485947
28,50,276.5863337187866
28,51,291.247317584214
28,52,305.9411708155671
28,53,320.66337489647924
28,54,335.4101966249685
28,55,350.1785258978626
28,56,364.9657518178932
28,57,379.7696670351649
28,58,394.58839313897715
28,59,409.42032191868543
28,60,424.26406871192853
28,61,426.64387959983674
28,62,429.53463189829057
28,63,432.92609068985433
28,64,436.8065933568311
28,65,441.16323509558225
28,66,445.9820624195552
28,67,451.2482686947397
28,68,456.9463863518345
28,69,463.06047121299395
28,70,469.5742752749558
28,71,476.47140522805773
28,72,483.735464897913
28,73,491.350180624776
28,74,499.29950931279717
28,75,507.56772947065895
28,76,516.1395160225576
28,77,525
28,78,537.0754136990447
28,79,549.2950027080167
28,80,561.6493568054716
28,81,574.1297762701391
28,82,586.7282164682384
28,83,599.4372360806426
28,84,612.2499489587566
28,85,625.1599795252412
28,86,638.1614215854794
28,87,651.2488003827723
28,88,664.417037710503
28,89,677.661419884591
28,90,690.9775683768613
28,91,704.3614129124337
28,92,717.8091668403239
28,93,731.3173045949344
28,94,744.8825410761082
28,95,758.5018127862319
28,96,772.172260574025
28,97,785.8912138457841
28,98,799.6561761157104
28,99,813.464811777375
28,100,827.3149339882606
28,101,841.2044935685972
28,102,855.1315688243535
28,103,869.0943562122585
28,104,883.0911617721015
28,105,897.1203932583408
28,106,911.1805529092464
28,107,925.2702307974681
28,108,939.3880987110705
28,109,953.5329045187691
28,110,967.7034669773587
28,111,981.8986709431886
28,112,996.1174629530395
28,113,1010.3588471429347
28,114,1024.621881476284
28,115,1038.9056742553676
28,116,1043.5516278555651
28,117,1048.3916253003931
28,118,1053.4229919647662
28,119,1058.6429993156332
28,120,1064.048871058092
28,121,1069.637789160424
28,122,1075.4068997360953
28,123,1081.3533187631135
28,124,1087.4741376235115
28,125,1093.7664284480486
28,126,1100.2272492535349
28,127,1106.8536488623959
28,128,1113.6426715962352
28,129,1120.5913617371857
28,130,1127.69676775275
28,131,1134.9559462816167
28,132,1142.3659658795862
28,133,1149.9239105262575
28,134,1157.6268828944842
28,135,1165.4720073858489
28,136,1173.4564329364769
28,137,1181.5773355984786
28,138,1189.8319209031165
29,0,337.08307581366347
29,1,323.10988842807024
29,2,309.23292192132453
29,3,295.4657340538831
29,4,281.82441342083905
29,5,268.32815729997475
29,6,255
29,7,241.8677324489565
29,8,228.96506283710622
29,9,216.33307652783935
29,10,204.02205763103166
29,11,192.09372712298546
29,12,180.62391868188442
29,13,169.7056274847714
29,14,159.45218719101973
29,15,150
29,16,141.50971698084905
29,17,134.16407864998737
29,18,128.16005617976296
29,19,123.69316876852982
29,20,120.93386622447825
29,21,120
29,22,105
29,23,90
29,24,75
29,25,60
29,26,45
29,27,30
29,28,15
29,29,0
29,30,15
29,31,30
29,32,45
29,33,47.43416490252569
29,34,54.08326913195984
29,35,63.63961030678928
29,36,75
29,37,87.46427842267951
29,38,100.62305898749054
29,39,114.23659658795863
29,40,128.16005617976296
29,41,142.30249470757707
29,42,156.60459763365824
29,43,171.0263137648707
29,44,185.53975315279473
29,45,200.124960961895
29,46,214.76731594914529
29,47,229.4558781116753
29,48,244.1823089414956
29,49,258.940147524481
29,50,273.72431386341987
29,51,288.5307609250702
29,52,303.35622624235026
29,53,318.1980515339464
29,54,333.0540496676178
29,55,347.92240514229604
29,56,362.80159867343474
29,57,377.69034936042516
29,58,392.587569849072
29,59,407.49233121618374
29,60,422.4038352098617
29,61,424.26406871192853
