"frame1","frame2","distance"
73,123,597.7457653551382
73,124,602.432568840696
73,125,607.4537019394976
73,126,612.8009464744649
73,127,618.4658438426491
73,128,624.4397488949594
73,129,630.7138812488591
73,130,637.2793735874401
73,131,644.1273166075166
73,132,651.2488003827723
73,133,658.6349520030045
73,134,666.2769694353843
73,135,674.1661516273269
73,136,682.2939249326496
73,137,690.6518659932802
73,138,699.2317212483999
74,0,825.136352368504
74,1,811.8035476640885
74,2,798.5298992523699
74,3,785.3184067625054
74,4,772.172260574025
74,5,759.0948557327997
74,6,746.0898069267533
74,7,733.1609645909962
74,8,720.3124322125782
74,9,707.5485849042453
74,10,694.8740893140282
74,11,682.2939249326496
74,12,669.8134068529832
74,13,657.4382100243338
74,14,645.174395028197
74,15,633.0284353802758
74,16,621.0072463345335
74,17,609.1182151274086
74,18,597.3692325521963
74,19,585.768725692999
74,20,574.3256915722994
74,21,563.0497313737038
74,22,553.1726674375732
74,23,543.5301279598032
74,24,534.1348144429456
74,25,525
74,26,516.1395160225576
74,27,507.56772947065895
74,28,499.29950931279717
74,29,491.350180624776
74,30,483.735464897913
74,31,476.47140522805773
74,32,469.5742752749558
74,33,456.20718977236646
74,34,442.944691807002
74,35,429.7964634568321
74,36,416.77331968349415
74,37,403.8873605350878
74,38,391.1521443121589
74,39,378.5828839237189
74,40,366.1966684720111
74,41,354.0127116361784
74,42,342.0526275297414
74,43,330.3407331831786
74,44,318.90437438203946
74,45,307.77426793024785
74,46,296.98484809834997
74,47,286.574597618142
74,48,276.5863337187866
74,49,267.0674072214728
74,50,258.0697580112788
74,51,249.64975465639858
74,52,241.8677324489565
74,53,234.7871376374779
74,54,228.47319317591726
74,55,222.9910312097776
74,56,218.40329667841556
74,57,214.76731594914529
74,58,212.13203435596427
74,59,210.535032714273
74,60,210
74,61,195
74,62,180
74,63,165
74,64,150
74,65,135
74,66,120
74,67,105
74,68,90
74,69,75
74,70,60
74,71,45
74,72,30
74,73,15
74,74,0
74,75,15
74,76,30
74,77,45
74,78,47.43416490252569
74,79,54.08326913195984
74,80,63.63961030678928
74,81,75
74,82,87.46427842267951
74,83,100.62305898749054
74,84,114.23659658795863
74,85,128.16005617976296
74,86,142.30249470757707
74,87,156.60459763365824
74,88,171.0263137648707
74,89,185.53975315279473
74,90,200.124960961895
74,91,214.76731594914529
74,92,229.4558781116753
74,93,244.1823089414956
74,94,258.940147524481
74,95,273.72431386341987
74,96,288.5307609250702
74,97,303.35622624235026
74,98,318.1980515339464
74,99,333.0540496676178
74,100,347.92240514229604
74,101,362.80159867343474
74,102,377.69034936042516
74,103,392.587569849072
74,104,407.49233121618374
74,105,422.4038352098617
74,106,437.3213921133975
74,107,452.2444029504401
74,108,467.17234507192313
74,109,482.1047603996459
74,110,497.04124577342674
74,111,511.9814449762804
74,112,526.9250421075088
74,113,541.8717560456533
74,114,556.8213357981176
74,115,571.7735565763776
74,116,573.149195236284
74,117,574.913036902104
74,118,577.0615218501404
74,119,579.5903725908497
74,120,582.494635168428
74,121,585.768725692999
74,122,589.406481131655
74,123,593.4012133455744
74,124,597.7457653551382
74,125,602.432568840696
74,126,607.4537019394976
74,127,612.8009464744649
74,128,618.4658438426491
74,129,624.4397488949594
74,130,630.7138812488591
74,131,637.2793735874401
74,132,644.1273166075166
74,133,651.2488003827723
74,134,658.6349520030045
74,135,666.2769694353843
74,136,674.1661516273269
74,137,682.2939249326496
74,138,690.6518659932802
75,0,832.0606949015198
75,1,818.8406438373709
75,2,805.6829401197471
75,3,792.5906888173744
75,4,779.567187611177
75,5,766.6159403508383
75,6,753.7406715840667
75,7,740.9453421137082
75,8,728.2341656363013
75,9,715.6116265125937
75,10,703.0824987154779
75,11,690.6518659932802
75,12,678.3251432757008
75,13,666.1080993352356
75,14,654.0068806977492
75,15,642.0280367709809
75,16,630.1785461280001
75,17,618.4658438426491
75,18,606.8978497243173
75,19,595.4829972383762
75,20,584.2302628245134
75,21,573.149195236284
75,22,563.0497313737038
75,23,553.1726674375732
75,24,543.5301279598032
75,25,534.1348144429456
75,26,525
75,27,516.1395160225576
75,28,507.56772947065895
75,29,499.29950931279717
75,30,491.350180624776
75,31,483.735464897913
75,32,476.47140522805773
75,33,463.303356344415
75,34,450.24993059410906
75,35,437.3213921133975
75,36,424.5291509425472
75,37,411.8859065323794
75,38,399.4058086708304
75,39,387.1046370169182
75,40,375
75,41,363.1115531073061
75,42,351.4612354157994
75,43,340.073521462639
75,44,328.97568299191965
75,45,318.1980515339464
75,46,307.77426793024785
75,47,297.7414986191881
75,48,288.1405906844782
75,49,279.0161285660741
75,50,270.4163456597992
75,51,262.39283526803854
75,52,255
75,53,248.29418035870273
75,54,242.33241632105268
75,55,237.17082451262846
75,56,232.86262044390037
75,57,229.4558781116753
75,58,226.99118925632334
75,59,225.49944567559362
75,60,225
75,61,210
75,62,195
75,63,180
75,64,165
75,65,150
75,66,135
75,67,120
75,68,105
75,69,90
75,70,75
75,71,60
75,72,45
75,73,30
75,74,15
75,75,0
75,76,15
75,77,30
75,78,33.54101966249684
75,79,42.42640687119285
75,80,54.08326913195984
75,81,67.08203932499369
75,82,80.77747210701756
75,83,94.86832980505137
75,84,109.20164833920778
75,85,123.69316876852982
75,86,138.2931668593933
75,87,152.97058540778355
75,88,167.70509831248424
75,89,182.4828759089466
75,90,197.29419656948858
75,91,212.13203435596427
75,92,226.99118925632334
75,93,241.8677324489565
75,94,256.7586415293554
75,95,271.6615541441225
75,96,286.574597618142
75,97,301.4962686336267
75,98,316.4253466459348
75,99,331.3608305156178
75,100,346.30189141845585
75,101,361.24783736376884
75,102,376.19808611953357
75,103,391.1521443121589
75,104,406.1095911204265
75,105,421.070065428546
75,106,436.033255612459
75,107,450.99889135118724
75,108,465.966737010272
75,109,480.9365862564419
75,110,495.9082576444962
75,111,510.88159097779203
75,112,525.8564442887431
75,113,540.8326913195984
75,114,555.8102194094671
75,115,570.7889277132134
75,116,571.7735565763776
75,117,573.149195236284
75,118,574.913036902104
75,119,577.0615218501404
75,120,579.5903725908497
75,121,582.494635168428
75,122,585.768725692999
75,123,589.406481131655
75,124,593.4012133455744
75,125,597.7457653551382
75,126,602.432568840696
75,127,607.4537019394976
75,128,612.8009464744649
75,129,618.4658438426491
75,130,624.4397488949594
75,131,630.7138812488591
75,132,637.2793735874401
75,133,644.1273166075166
75,134,651.2488003827723
75,135,658.6349520030045
75,136,666.2769694353843
75,137,674.1661516273269
75,138,682.2939249326496
76,0,839.1960438419619
76,1,826.0901887808619
76,2,813.0498139720592
76,3,800.0781211856752
76,4,787.1785058041156
76,5,774.3545699484184
76,6,761.6101364871663
76,7,748.9492639691957
76,8,736.3762625180146
76,9,723.8957107208192
76,10,711.5124735378854
76,11,699.2317212483999
76,12,687.0589494359273
76,13,675
76,14,663.0610831590103
76,15,651.2488003827723
76,16,639.5701681598352
76,17,628.0326424637497
76,18,616.644143732834
76,19,605.413082118317
76,20,594.3483826847685
76,21,583.4595101633017
76,22,573.149195236284
76,23,563.0497313737038
76,24,553.1726674375732
76,25,543.5301279598032
76,26,534.1348144429456
76,27,525
76,28,516.1395160225576
76,29,507.56772947065895
76,30,499.29950931279717
76,31,491.350180624776
76,32,483.735464897913
76,33,470.7706447942565
76,34,457.93012567421243
76,35,445.2246623896749
76,36,432.6661530556787
76,37,420.267771783657
76,38,408.0441152620633
76,39,396.01136347332255
76,40,384.1874542459709
76,41,372.5922704512266
76,42,361.24783736376884
76,43,350.1785258978626
76,44,339.4112549695428
76,45,328.97568299191965
76,46,318.90437438203946
76,47,309.23292192132453
76,48,300
76,49,291.247317584214
76,50,283.0194339616981
76,51,275.3633962602873
76,52,268.32815729997475
76,53,261.9637379485947
76,54,256.3201123595259
76,55,251.44581921360316
76,56,247.38633753705963
76,57,244.1823089414956
76,58,241.8677324489565
76,59,240.46829312822095
76,60,240
76,61,225
76,62,210
76,63,195
76,64,180
76,65,165
76,66,150
76,67,135
76,68,120
76,69,105
76,70,90
76,71,75
76,72,60
76,73,45
76,74,30
76,75,15
76,76,0
76,77,15
76,78,21.213203435596427
76,79,33.54101966249684
76,80,47.43416490252569
76,81,61.84658438426491
76,82,76.48529270389177
76,83,91.2414379544733
76,84,106.06601717798213
76,85,120.93386622447825
76,86,135.83077707206124
76,87,150.74813431681335
76,88,165.6804152578089
76,89,180.62391868188442
76,90,195.57607215607945
76,91,210.535032714273
76,92,225.49944567559362
76,93,240.46829312822095
76,94,255.44079548889601
76,95,270.4163456597992
76,96,285.3944638566067
76,97,300.3747659175118
76,98,315.35694062442957
76,99,330.3407331831786
76,100,345.3259329966401
76,101,360.3123644839294
76,102,375.2998800959041
76,103,390.2883549377306
76,104,405.2776825831889
76,105,420.267771783657
76,106,435.25854385640724
76,107,450.24993059410906
76,108,465.2418725781247
76,109,480.23431780746364
76,110,495.22722057657535
76,111,510.22054055084845
76,112,525.2142420003479
76,113,540.2082931610732
76,114,555.2026656996525
76,115,570.1973342624464
76,116,570.7889277132134
76,117,571.7735565763776
76,118,573.149195236284
76,119,574.913036902104
76,120,577.0615218501404
76,121,579.5903725908497
76,122,582.494635168428
76,123,585.768725692999
76,124,589.406481131655
76,125,593.4012133455744
76,126,597.7457653551382
76,127,602.432568840696
76,128,607.4537019394976
76,129,612.8009464744649
76,130,618.4658438426491
76,131,624.4397488949594
76,132,630.7138812488591
76,133,637.2793735874401
76,134,644.1273166075166
76,135,651.2488003827723
76,136,658.6349520030045
76,137,666.2769694353843
76,138,674.1661516273269
77,0,846.5370635713477
77,1,833.5466393669883
77,2,820.6247619953958
77,3,807.7747210701756
77,4,795
77,5,782.3042886243178
77,6,769.69149664005
77,7,757.1657678474378
77,8,744.7314952383846
77,9,732.3933369440222
77,10,720.1562330494683
77,11,708.0254232723568
77,12,696.0064654872108
77,13,684.1052550594828
77,14,672.3280449304491
77,15,660.6814663663572
77,16,649.1725502514721
77,17,637.8087487640789
77,18,626.5979572261626
77,19,615.5485358604957
77,20,604.6693311223912
77,21,593.9696961966999
77,22,583.4595101633017
77,23,573.149195236284
77,24,563.0497313737038
77,25,553.1726674375732
77,26,543.5301279598032
77,27,534.1348144429456
77,28,525
77,29,516.1395160225576
77,30,507.56772947065895
77,31,499.29950931279717
77,32,491.350180624776
77,33,478.5916840063145
77,34,465.966737010272
77,35,453.48649373492924
77,36,441.16323509558225
77,37,429.01048938225273
77,38,417.0431632337353
77,39,405.2776825831889
77,40,393.7321424522006
77,41,382.4264635194589
77,42,371.3825520941984
77,43,360.62445840513925
77,44,350.1785258978626
77,45,340.073521462639
77,46,330.3407331831786
77,47,321.01401838549043
77,48,312.1297807002722
77,49,303.7268509697488
77,50,295.8462438497403
77,51,288.5307609250702
77,52,281.82441342083905
77,53,275.77164466275354
77,54,270.4163456597992
77,55,265.80067720004024
77,56,261.9637379485947
77,57,258.940147524481
77,58,256.7586415293554
77,59,255.44079548889601
77,60,255
77,61,240
77,62,225
77,63,210
77,64,195
77,65,180
77,66,165
77,67,150
77,68,135
77,69,120
77,70,105
77,71,90
77,72,75
77,73,60
77,74,45
77,75,30
77,76,15
77,77,0
77,78,15
77,79,30
77,80,45
77,81,60
77,82,75
77,83,90
77,84,105
77,85,120
77,86,135
77,87,150
77,88,165
77,89,180
77,90,195
77,91,210
77,92,225
77,93,240
77,94,255
77,95,270
77,96,285
77,97,300
77,98,315
77,99,330
77,100,345
77,101,360
77,102,375
77,103,390
77,104,405
77,105,420
77,106,435
77,107,450
77,108,465
77,109,480
77,110,495
77,111,510
77,112,525
77,113,540
77,114,555
77,115,570
77,116,570.1973342624464
77,117,570.7889277132134
77,118,571.7735565763776
77,119,573.149195236284
77,120,574.913036902104
77,121,577.0615218501404
77,122,579.5903725908497
77,123,582.494635168428
77,124,585.768725692999
77,125,589.406481131655
77,126,593.4012133455744
77,127,597.7457653551382
77,128,602.432568840696
77,129,607.4537019394976
77,130,612.8009464744649
77,131,618.4658438426491
77,132,624.4397488949594
77,133,630.7138812488591
77,134,637.2793735874401
77,135,644.1273166075166
77,136,651.2488003827723
77,137,658.6349520030045
77,138,666.2769694353843
78,0,859.5929269136642
78,1,846.5370635713477
78,2,833.5466393669883
78,3,820.6247619953958
78,4,807.7747210701756
78,5,795
78,6,782.3042886243178
78,7,769.69149664005
78,8,757.1657678474378
78,9,744.7314952383846
78,10,732.3933369440222
78,11,720.1562330494683
78,12,708.0254232723568
78,13,696.0064654872108
78,14,684.1052550594828
78,15,672.3280449304491
78,16,660.6814663663572
78,17,649.1725502514721
78,18,637.8087487640789
78,19,626.5979572261626
78,20,615.5485358604957
78,21,604.6693311223912
78,22,594.3483826847685
78,23,584.2302628245134
78,24,574.3256915722994
78,25,564.6459067415614
78,26,555.2026656996525
78,27,546.0082416960389
78,28,537.0754136990447
78,29,528.4174486142562
78,30,520.0480747007915
78,31,511.9814449762804
78,32,504.23208941914834
78,33,491.350180624776
78,34,478.5916840063145
78,35,465.966737010272
78,36,453.48649373492924
78,37,441.16323509558225
78,38,429.01048938225273
78,39,417.0431632337353
78,40,405.2776825831889
78,41,393.7321424522006
78,42,382.4264635194589
78,43,371.3825520941984
78,44,360.62445840513925
78,45,350.1785258978626
78,46,340.073521462639
78,47,330.3407331831786
78,48,321.01401838549043
78,49,312.1297807002722
78,50,303.7268509697488
78,51,295.8462438497403
78,52,288.5307609250702
78,53,281.82441342083905
78,54,275.77164466275354
78,55,270.4163456597992
78,56,265.80067720004024
78,57,261.9637379485947
78,58,258.940147524481
78,59,256.7586415293554
78,60,255.44079548889601
78,61,240.46829312822095
78,62,225.49944567559362
78,63,210.535032714273
78,64,195.57607215607945
78,65,180.62391868188442
78,66,165.6804152578089
78,67,150.74813431681335
78,68,135.83077707206124
78,69,120.93386622447825
78,70,106.06601717798213
78,71,91.2414379544733
78,72,76.48529270389177
78,73,61.84658438426491
78,74,47.43416490252569
78,75,33.54101966249684
78,76,21.213203435596427
78,77,15
78,78,0
78,79,15
78,80,30
78,81,45
78,82,60
78,83,75
78,84,90
78,85,105
78,86,120
78,87,135
78,88,150
78,89,165
78,90,180
78,91,195
78,92,210
78,93,225
78,94,240
78,95,255
78,96,270
78,97,285
78,98,300
78,99,315
78,100,330
78,101,345
78,102,360
78,103,375
78,104,390
78,105,405
78,106,420
78,107,435
78,108,450
78,109,465
78,110,480
78,111,495
78,112,510
78,113,525
78,114,540
78,115,555
78,116,555.2026656996525
78,117,555.8102194094671
78,118,556.8213357981176
78,119,558.2338219778519
78,120,560.0446410778341
78,121,562.2499444197393
78,122,564.8451115128819
78,123,567.824796922431
78,124,571.1829829397931
78,125,574.913036902104
78,126,579.0077719685635
78,127,583.4595101633017
78,128,588.2601465338273
78,129,593.4012133455744
78,130,598.8739433303139
78,131,604.6693311223912
78,132,610.77819214507
78,133,617.1912183432295
78,134,623.8990302925627
78,135,630.8922253443927
78,136,638.1614215854794
78,137,645.6972975009265
78,138,653.490627323759
79,0,872.7112924673314
79,1,859.5929269136642
79,2,846.5370635713477
79,3,833.5466393669883
79,4,820.6247619953958
79,5,807.7747210701756
79,6,795
79,7,782.3042886243178
79,8,769.69149664005
79,9,757.1657678474378
79,10,744.7314952383846
79,11,732.3933369440222
79,12,720.1562330494683
79,13,708.0254232723568
79,14,696.0064654872108
79,15,684.1052550594828
79,16,672.3280449304491
79,17,660.6814663663572
79,18,649.1725502514721
79,19,637.8087487640789
79,20,626.5979572261626
79,21,615.5485358604957
79,22,605.413082118317
79,23,595.4829972383762
79,24,585.768725692999
79,25,576.2811813689564
79,26,567.031745143074
79,27,558.0322571321482
79,28,549.2950027080167
79,29,540.8326913195984
79,30,532.6584271369411
79,31,524.7856705360771
79,32,517.228189487
79,33,504.23208941914834
79,34,491.350180624776
79,35,478.5916840063145
79,36,465.966737010272
79,37,453.48649373492924
79,38,441.16323509558225
79,39,429.01048938225273
79,40,417.0431632337353
79,41,405.2776825831889
79,42,393.7321424522006
79,43,382.4264635194589
79,44,371.3825520941984
79,45,360.62445840513925
79,46,350.1785258978626
79,47,340.073521462639
79,48,330.3407331831786
79,49,321.01401838549043
79,50,312.1297807002722
79,51,303.7268509697488
79,52,295.8462438497403
79,53,288.5307609250702
79,54,281.82441342083905
79,55,275.77164466275354
79,56,270.4163456597992
79,57,265.80067720004024
79,58,261.9637379485947
79,59,258.940147524481
79,60,256.7586415293554
79,61,241.8677324489565
79,62,226.99118925632334
79,63,212.13203435596427
79,64,197.29419656948858
79,65,182.4828759089466
79,66,167.70509831248424
79,67,152.97058540778355
79,68,138.2931668593933
79,69,123.69316876852982
79,70,109.20164833920778
79,71,94.86832980505137
79,72,80.77747210701756
79,73,67.08203932499369
79,74,54.08326913195984
79,75,42.42640687119285
79,76,33.54101966249684
79,77,30
79,78,15
79,79,0
79,80,15
79,81,30
79,82,45
79,83,60
79,84,75
79,85,90
79,86,105
79,87,120
79,88,135
79,89,150
79,90,165
79,91,180
79,92,195
79,93,210
79,94,225
79,95,240
79,96,255
79,97,270
79,98,285
79,99,300
79,100,315
79,101,330
79,102,345
79,103,360
79,104,375
79,105,390
79,106,405
79,107,420
79,108,435
79,109,450
79,110,465
79,111,480
79,112,495
79,113,510
79,114,525
79,115,540
79,116,540.2082931610732
79,117,540.8326913195984
79,118,541.8717560456533
79,119,543.323108288245
79,120,545.1834553615874
79,121,547.4486277268397
79,122,550.1136246267674
79,123,553.1726674375732
79,124,556.6192594583841
79,125,560.4462507680821
79,126,564.6459067415614
79,127,569.2099788303083
79,128,574.1297762701391
79,129,579.3962374748389
79,130,585
79,131,590.9314681077662
79,132,597.1808771218315
79,133,603.7383539249432
79,134,610.5939731114286
79,135,617.73780845922
79,136,625.1599795252412
79,137,632.8506932918696
79,138,640.8002808988149
80,0,885.889383614004
80,1,872.7112924673314
80,2,859.5929269136642
80,3,846.5370635713477
80,4,833.5466393669883
80,5,820.6247619953958
80,6,807.7747210701756
80,7,795
80,8,782.3042886243178
80,9,769.69149664005
80,10,757.1657678474378
80,11,744.7314952383846
80,12,732.3933369440222
80,13,720.1562330494683
80,14,708.0254232723568
80,15,696.0064654872108
80,16,684.1052550594828
80,17,672.3280449304491
80,18,660.6814663663572
80,19,649.1725502514721
80,20,637.8087487640789
80,21,626.5979572261626
80,22,616.644143732834
80,23,606.8978497243173
80,24,597.3692325521963
80,25,588.0688735173798
80,26,579.0077719685635
80,27,570.1973342624464
80,28,561.6493568054716
80,29,553.3760023709015
80,30,545.3897688809353
80,31,537.7034498680476
80,32,530.3300858899106
80,33,517.228189487
80,34,504.23208941914834
80,35,491.350180624776
80,36,478.5916840063145
80,37,465.966737010272
80,38,453.48649373492924
80,39,441.16323509558225
80,40,429.01048938225273
80,41,417.0431632337353
80,42,405.2776825831889
80,43,393.7321424522006
80,44,382.4264635194589
80,45,371.3825520941984
80,46,360.62445840513925
80,47,350.1785258978626
80,48,340.073521462639
80,49,330.3407331831786
80,50,321.01401838549043
80,51,312.1297807002722
80,52,303.7268509697488
80,53,295.8462438497403
80,54,288.5307609250702
80,55,281.82441342083905
80,56,275.77164466275354
80,57,270.4163456597992
80,58,265.80067720004024
80,59,261.9637379485947
80,60,258.940147524481
80,61,244.1823089414956
80,62,229.4558781116753
80,63,214.76731594914529
80,64,200.124960961895
80,65,185.53975315279473
80,66,171.0263137648707
80,67,156.60459763365824
80,68,142.30249470757707
80,69,128.16005617976296
80,70,114.23659658795863
80,71,100.62305898749054
80,72,87.46427842267951
80,73,75
80,74,63.63961030678928
80,75,54.08326913195984
80,76,47.43416490252569
80,77,45
80,78,30
80,79,15
80,80,0
80,81,15
80,82,30
80,83,45
80,84,60
80,85,75
80,86,90
80,87,105
80,88,120
80,89,135
80,90,150
80,91,165
80,92,180
80,93,195
80,94,210
80,95,225
80,96,240
80,97,255
80,98,270
80,99,285
80,100,300
80,101,315
80,102,330
80,103,345
80,104,360
80,105,375
80,106,390
80,107,405
80,108,420
80,109,435
80,110,450
80,111,465
80,112,480
80,113,495
80,114,510
80,115,525
80,116,525.2142420003479
80,117,525.8564442887431
80,118,526.9250421075088
80,119,528.4174486142562
80,120,530.3300858899106
80,121,532.6584271369411
80,122,535.3970489272424
80,123,538.5396921304873
80,124,542.0793299877796
80,125,546.0082416960389
80,126,550.3180898353243
80,127,555
80,128,560.0446410778341
80,129,565.442304749123
80,130,571.1829829397931
80,131,577.2564421468157
80,132,583.6522937503116
80,133,590.3600596246328
80,134,597.3692325521963
80,135,604.6693311223912
80,136,612.2499489587566
80,137,620.1007982578317
80,138,628.2117477411578
81,0,899.1245742387425
81,1,885.889383614004
81,2,872.7112924673314
81,3,859.5929269136642
81,4,846.5370635713477
81,5,833.5466393669883
81,6,820.6247619953958
81,7,807.7747210701756
81,8,795
81,9,782.3042886243178
81,10,769.69149664005
81,11,757.1657678474378
81,12,744.7314952383846
81,13,732.3933369440222
81,14,720.1562330494683
81,15,708.0254232723568
81,16,696.0064654872108
81,17,684.1052550594828
81,18,672.3280449304491
81,19,660.6814663663572
81,20,649.1725502514721
81,21,637.8087487640789
81,22,628.0326424637497
81,23,618.4658438426491
81,24,609.1182151274086
81,25,600
81,26,591.121814857141
81,27,582.494635168428
81,28,574.1297762701391
81,29,566.0388679233962
81,30,558.2338219778519
81,31,550.7267925205746
81,32,543.5301279598032
81,33,530.3300858899106
81,34,517.228189487
81,35,504.23208941914834
81,36,491.350180624776
81,37,478.5916840063145
81,38,465.966737010272
81,39,453.48649373492924
81,40,441.16323509558225
81,41,429.01048938225273
81,42,417.0431632337353
81,43,405.2776825831889
81,44,393.7321424522006
81,45,382.4264635194589
81,46,371.3825520941984
81,47,360.62445840513925
81,48,350.1785258978626
81,49,340.073521462639
81,50,330.3407331831786
81,51,321.01401838549043
81,52,312.1297807002722
81,53,303.7268509697488
81,54,295.8462438497403
81,55,288.5307609250702
81,56,281.82441342083905
81,57,275.77164466275354
81,58,270.4163456597992
81,59,265.80067720004024
81,60,261.9637379485947
81,61,247.38633753705963
81,62,232.86262044390037
81,63,218.40329667841556
81,64,204.02205763103166
81,65,189.73665961010275
81,66,175.57049866079439
81,67,161.55494421403512
81,68,147.73286702694156
81,69,134.16407864998737
81,70,120.93386622447825
81,71,108.16653826391968
81,72,96.04686356149273
81,73,84.8528137423857
81,74,75
81,75,67.08203932499369
81,76,61.84658438426491
81,77,60
81,78,45
81,79,30
81,80,15
81,81,0
81,82,15
81,83,30
81,84,45
81,85,60
81,86,75
81,87,90
81,88,105
81,89,120
81,90,135
81,91,150
81,92,165
81,93,180
81,94,195
81,95,210
81,96,225
81,97,240
81,98,255
81,99,270
81,100,285
81,101,300
81,102,315
81,103,330
81,104,345
81,105,360
81,106,375
81,107,390
81,108,405
81,109,420
81,110,435
81,111,450
81,112,465
81,113,480
81,114,495
81,115,510
81,116,510.22054055084845
81,117,510.88159097779203
81,118,511.9814449762804
81,119,513.5172830587107
81,120,515.4852083231875
81,121,517.880295048962
81,122,520.6966487312934
81,123,523.9274758971894
81,124,527.5651618520692
81,125,531.6013544000805
81,126,536.0270515561691
81,127,540.8326913195984
81,128,546.0082416960389
81,129,551.5432893255071
81,130,557.4271252818614
81,131,563.6488268416781
81,132,570.1973342624464
81,133,577.0615218501404
81,134,584.2302628245134
81,135,591.6924876994806
81,136,599.4372360806426
81,137,607.4537019394976
81,138,615.7312725532138
82,0,912.4143795447329
82,1,899.1245742387425
82,2,885.889383614004
82,3,872.7112924673314
82,4,859.5929269136642
82,5,846.5370635713477
82,6,833.5466393669883
82,7,820.6247619953958
82,8,807.7747210701756
82,9,795
82,10,782.3042886243178
82,11,769.69149664005
82,12,757.1657678474378
82,13,744.7314952383846
82,14,732.3933369440222
82,15,720.1562330494683
82,16,708.0254232723568
82,17,696.0064654872108
82,18,684.1052550594828
82,19,672.3280449304491
82,20,660.6814663663572
82,21,649.1725502514721
82,22,639.5701681598352
82,23,630.1785461280001
82,24,621.0072463345335
82,25,612.066172893095
82,26,603.365560833563
82,27,594.9159604515582
82,28,586.7282164682384
82,29,578.8134414472421
82,30,571.1829829397931
82,31,563.848383876375
82,32,556.8213357981176
82,33,543.5301279598032
82,34,530.3300858899106
82,35,517.228189487
82,36,504.23208941914834
82,37,491.350180624776
82,38,478.5916840063145
82,39,465.966737010272
82,40,453.48649373492924
82,41,441.16323509558225
82,42,429.01048938225273
82,43,417.0431632337353
82,44,405.2776825831889
82,45,393.7321424522006
82,46,382.4264635194589
82,47,371.3825520941984
82,48,360.62445840513925
82,49,350.1785258978626
82,50,340.073521462639
82,51,330.3407331831786
82,52,321.01401838549043
82,53,312.1297807002722
82,54,303.7268509697488
82,55,295.8462438497403
82,56,288.5307609250702
82,57,281.82441342083905
82,58,275.77164466275354
82,59,270.4163456597992
82,60,265.80067720004024
82,61,251.44581921360316
82,62,237.17082451262846
82,63,222.9910312097776
82,64,208.92582415776178
82,65,195
82,66,181.24568960391858
82,67,167.70509831248424
82,68,154.434452114805
82,69,141.50971698084905
82,70,129.0348790056394
82,71,117.15374513859982
82,72,106.06601717798213
82,73,96.04686356149273
82,74,87.46427842267951
82,75,80.77747210701756
82,76,76.48529270389177
82,77,75
82,78,60
82,79,45
82,80,30
82,81,15
82,82,0
82,83,15
82,84,30
82,85,45
82,86,60
82,87,75
82,88,90
82,89,105
82,90,120
82,91,135
82,92,150
82,93,165
82,94,180
82,95,195
82,96,210
82,97,225
82,98,240
82,99,255
82,100,270
82,101,285
82,102,300
82,103,315
82,104,330
82,105,345
82,106,360
82,107,375
82,108,390
82,109,405
82,110,420
82,111,435
82,112,450
82,113,465
82,114,480
82,115,495
82,116,495.22722057657535
82,117,495.9082576444962
82,118,497.04124577342674
82,119,498.62310415783986
82,120,500.6495780483591
82,121,503.1152949374527
82,122,506.01383380299
82,123,509.33780539048934
82,124,513.078941294612
82,125,517.228189487
82,126,521.7758139277826
82,127,526.7114959823831
82,128,532.024435529046
82,129,537.7034498680476
82,130,543.7370688117558
82,131,550.1136246267674
82,132,556.8213357981176
82,133,563.848383876375
82,134,571.1829829397931
82,135,578.8134414472421
82,136,586.7282164682384
82,137,594.9159604515582
82,138,603.365560833563
83,0,925.7564474525684
83,1,912.4143795447329
83,2,899.1245742387425
83,3,885.889383614004
83,4,872.7112924673314
83,5,859.5929269136642
83,6,846.5370635713477
83,7,833.5466393669883
83,8,820.6247619953958
83,9,807.7747210701756
83,10,795
83,11,782.3042886243178
83,12,769.69149664005
83,13,757.1657678474378
83,14,744.7314952383846
83,15,732.3933369440222
83,16,720.1562330494683
83,17,708.0254232723568
83,18,696.0064654872108
83,19,684.1052550594828
83,20,672.3280449304491
83,21,660.6814663663572
83,22,651.2488003827723
83,23,642.0280367709809
83,24,633.0284353802758
83,25,624.2595614005444
83,26,615.7312725532138
83,27,607.4537019394976
83,28,599.4372360806426
83,29,591.6924876994806
83,30,584.2302628245134
83,31,577.0615218501404
83,32,570.1973342624464
83,33,556.8213357981176
83,34,543.5301279598032
83,35,530.3300858899106
83,36,517.228189487
83,37,504.23208941914834
83,38,491.350180624776
83,39,478.5916840063145
83,40,465.966737010272
83,41,453.48649373492924
83,42,441.16323509558225
83,43,429.01048938225273
83,44,417.0431632337353
83,45,405.2776825831889
83,46,393.7321424522006
83,47,382.4264635194589
83,48,371.3825520941984
83,49,360.62445840513925
83,50,350.1785258978626
83,51,340.073521462639
83,52,330.3407331831786
83,53,321.01401838549043
83,54,312.1297807002722
83,55,303.7268509697488
83,56,295.8462438497403
83,57,288.5307609250702
83,58,281.82441342083905
83,59,275.77164466275354
83,60,270.4163456597992
83,61,256.3201123595259
83,62,242.33241632105268
83,63,228.47319317591726
83,64,214.76731594914529
83,65,201.24611797498108
83,66,187.94946129212502
83,67,174.92855684535903
83,68,162.24980739587951
83,69,150
83,70,138.2931668593933
83,71,127.27922061357856
83,72,117.15374513859982
